NIS;Categoria;Consumo;Mes
0004-0080;BT RESIDENCIAL;237;Junio
0004-0090;BT RESIDENCIAL;528;Junio
0004-0100;BT RESIDENCIAL;516;Junio
0005-0890;BT RESIDENCIAL;592;Junio
0005-0900;BT RESIDENCIAL;401;Junio
0005-0920;BT GENERAL;32;Junio
0005-0930;BT RESIDENCIAL;190;Junio
0005-0940;BT RESIDENCIAL;383;Junio
0005-0950;BT RESIDENCIAL;647;Junio
0005-0960;BT RESIDENCIAL;745;Junio
0005-0970;BT RESIDENCIAL;688;Junio
0005-0980;BT RESIDENCIAL;1815;Junio
0005-0990;MT GENERAL;2025;Junio
0006-0130;MT GENERAL;225;Junio
0006-0135;MT GENERAL;1821;Junio
0006-0148;MT GENERAL;1125;Junio
0006-0180;MT GENERAL;225;Junio
0006-0181;MT GENERAL;225;Junio
0006-0200;MT GENERAL;964;Junio
0006-0220;MT GENERAL;986;Junio
0006-0223;MT GENERAL;225;Junio
0006-0225;MT GENERAL;1125;Junio
0006-0226;MT GENERAL;1146;Junio
0006-0227;MT GENERAL;225;Junio
0006-0250;MT GENERAL;584;Junio
0006-0255;MT GENERAL;703;Junio
0006-0290;MT GENERAL;225;Junio
0006-0300;MT GENERAL;576;Junio
0006-0360;BT RESIDENCIAL;132;Junio
0006-0361;MT GENERAL;761;Junio
0006-0400;MT GENERAL;870;Junio
0018-0107;BT RESIDENCIAL;845;Junio
0018-0110;BT RESIDENCIAL;559;Junio
0018-0112;BT RESIDENCIAL;60;Junio
0018-0115;BT RESIDENCIAL;972;Junio
0018-0116;BT RESIDENCIAL;771;Junio
0018-0117;BT RESIDENCIAL;700;Junio
0018-0118;BT RESIDENCIAL;1369;Junio
0018-0188;BT INDUSTRIAL;203;Junio
0018-0205;MT INDUSTRIAL;2835;Junio
0018-0206;BT RESIDENCIAL;964;Junio
0018-0216;BT RESIDENCIAL;468;Junio
0018-0217;BT RESIDENCIAL;938;Junio
0018-0223;MT INDUSTRIAL;2835;Junio
0018-0224;BT GENERAL;120;Junio
0018-0243;MT GENERAL;444;Junio
0018-0306;BT RESIDENCIAL;893;Junio
0018-0307;BT RESIDENCIAL;468;Junio
0018-0308;BT RESIDENCIAL;874;Junio
0018-0314;BT RESIDENCIAL;517;Junio
0018-0320;BT RESIDENCIAL;290;Junio
0018-0330;BT RESIDENCIAL;242;Junio
0018-0339;BT RESIDENCIAL;331;Junio
0018-0420;BT RESIDENCIAL;717;Junio
0018-0421;BT RESIDENCIAL;1121;Junio
0018-0422;BT RESIDENCIAL;753;Junio
0018-0423;BT RESIDENCIAL;492;Junio
0018-0427;BT RESIDENCIAL;424;Junio
0018-0429;BT RESIDENCIAL;681;Junio
0018-0430;BT RESIDENCIAL;120;Junio
0018-0431;BT RESIDENCIAL;910;Junio
0018-0432;MT GENERAL;1933;Junio
0018-0441;BT RESIDENCIAL;801;Junio
0018-0504;BT RESIDENCIAL;363;Junio
0018-0511;BT RESIDENCIAL;867;Junio
0018-0519;BT RESIDENCIAL;733;Junio
0018-0522;BT RESIDENCIAL;1187;Junio
0018-0531;BT RESIDENCIAL;646;Junio
0018-0532;BT RESIDENCIAL;435;Junio
0018-0567;BT GENERAL;1822;Junio
0018-0569;BT GENERAL;336;Junio
0018-0605;BT RESIDENCIAL;60;Junio
0018-0610;BT RESIDENCIAL;120;Junio
0018-0613;BT RESIDENCIAL;661;Junio
0018-0625;BT RESIDENCIAL;739;Junio
0018-0647;BT RESIDENCIAL;382;Junio
0018-0704;BT RESIDENCIAL;1349;Junio
0006-0415;BT SOCIAL;15;Junio
0006-0416;BT RESIDENCIAL;218;Junio
0006-0417;MT GENERAL;3068;Junio
0006-0440;BT RESIDENCIAL;268;Junio
0006-0460;MT GENERAL;661;Junio
0006-0461;MT GENERAL;1295;Junio
0006-0464;MT GENERAL;2025;Junio
0006-0610;BT RESIDENCIAL;184;Junio
0007-0010;BT RESIDENCIAL;874;Junio
0007-0020;BT RESIDENCIAL;1116;Junio
0007-0032;MT GENERAL;225;Junio
0007-0040;BT RESIDENCIAL;353;Junio
0007-0050;MT INDUSTRIAL;6181;Junio
0007-0060;BT RESIDENCIAL;423;Junio
0007-0070;BT RESIDENCIAL;275;Junio
0007-0100;BT RESIDENCIAL;1476;Junio
0007-0105;MT GENERAL;906;Junio
0007-0110;BT RESIDENCIAL;1165;Junio
0007-0130;BT RESIDENCIAL;1166;Junio
0007-0140;BT RESIDENCIAL;799;Junio
0007-0150;BT RESIDENCIAL;401;Junio
0007-0160;BT RESIDENCIAL;643;Junio
0007-0170;BT RESIDENCIAL;633;Junio
0007-0180;BT RESIDENCIAL;818;Junio
0007-0200;BT RESIDENCIAL;571;Junio
0007-0220;BT RESIDENCIAL;342;Junio
0007-0230;BT RESIDENCIAL;1072;Junio
0007-0240;BT RESIDENCIAL;1220;Junio
0007-0312;BT RESIDENCIAL;359;Junio
0007-0316;BT RESIDENCIAL;120;Junio
0007-0318;BT RESIDENCIAL;568;Junio
0007-0320;BT RESIDENCIAL;30;Junio
0007-0324;BT RESIDENCIAL;120;Junio
0007-0326;BT RESIDENCIAL;120;Junio
0007-0332;BT RESIDENCIAL;30;Junio
0007-0338;BT RESIDENCIAL;163;Junio
0007-0340;BT RESIDENCIAL;600;Junio
0007-0344;BT RESIDENCIAL;214;Junio
0008-0005;MT GENERAL;2413;Junio
0008-0030;BT RESIDENCIAL;2120;Junio
0008-0035;BT RESIDENCIAL;634;Junio
0008-0040;BT RESIDENCIAL;552;Junio
0008-0042;BT RESIDENCIAL;706;Junio
0008-0045;BT RESIDENCIAL;4565;Junio
0008-0050;BT RESIDENCIAL;557;Junio
0008-0060;BT RESIDENCIAL;982;Junio
0008-0070;MT GENERAL;4500;Junio
0008-0075;MT GENERAL;450;Junio
0009-0003;MT GENERAL;1255;Junio
0009-0005;BT RESIDENCIAL;1662;Junio
0009-0007;BT RESIDENCIAL;120;Junio
0009-0010;MT GENERAL;225;Junio
0009-0030;BT RESIDENCIAL;821;Junio
0009-0040;MT GENERAL;675;Junio
0009-0050;BT SOCIAL;109;Junio
0009-0060;BT RESIDENCIAL;399;Junio
0009-0070;BT GENERAL;30;Junio
0009-0090;BT GENERAL;240;Junio
0009-0100;BT RESIDENCIAL;638;Junio
0009-0107;BT RESIDENCIAL;502;Junio
0009-0110;BT RESIDENCIAL;1182;Junio
0009-0130;BT RESIDENCIAL;932;Junio
0009-0140;MT GENERAL;1205;Junio
0009-0150;BT RESIDENCIAL;1422;Junio
0009-0155;MT GENERAL;675;Junio
0009-0170;BT RESIDENCIAL;553;Junio
0009-0180;BT RESIDENCIAL;504;Junio
0010-0010;BT RESIDENCIAL;252;Junio
0010-0031;BT RESIDENCIAL;491;Junio
0010-0040;BT RESIDENCIAL;530;Junio
0010-0050;BT RESIDENCIAL;517;Junio
0010-0070;BT RESIDENCIAL;667;Junio
0010-0080;BT RESIDENCIAL;918;Junio
0010-0090;BT SOCIAL;57;Junio
0010-0100;BT RESIDENCIAL;547;Junio
0010-0105;BT RESIDENCIAL;814;Junio
0010-0120;MT GENERAL;225;Junio
0011-0010;BT RESIDENCIAL;120;Junio
0011-0040;BT RESIDENCIAL;487;Junio
0011-0050;BT RESIDENCIAL;1592;Junio
0011-0060;BT RESIDENCIAL;1112;Junio
0011-0065;BT RESIDENCIAL;120;Junio
0011-0070;BT RESIDENCIAL;606;Junio
0012-0020;BT RESIDENCIAL;627;Junio
0012-0030;BT RESIDENCIAL;896;Junio
0012-0050;MT GENERAL;1125;Junio
0012-0060;BT RESIDENCIAL;664;Junio
0012-0070;BT RESIDENCIAL;316;Junio
0012-0090;MT GENERAL;1230;Junio
0012-0110;BT RESIDENCIAL;1235;Junio
0012-0120;BT RESIDENCIAL;1666;Junio
0012-0140;BT RESIDENCIAL;678;Junio
0012-0141;BT RESIDENCIAL;721;Junio
0012-0150;BT RESIDENCIAL;1136;Junio
0012-0160;BT RESIDENCIAL;75;Junio
0012-0161;BT RESIDENCIAL;319;Junio
0012-0170;BT RESIDENCIAL;1300;Junio
0012-0190;MT GENERAL;829;Junio
0013-0004;MT GENERAL;225;Junio
0013-0005;BT RESIDENCIAL;1308;Junio
0014-0010;BT RESIDENCIAL;1636;Junio
0014-0020;BT RESIDENCIAL;1674;Junio
0014-0030;BT RESIDENCIAL;625;Junio
0014-0040;BT RESIDENCIAL;2538;Junio
0014-0050;BT RESIDENCIAL;516;Junio
0014-0060;BT RESIDENCIAL;1910;Junio
0014-0080;BT RESIDENCIAL;2243;Junio
0014-0081;MT GENERAL;158;Junio
0014-0085;BT RESIDENCIAL;304;Junio
0014-0090;BT RESIDENCIAL;916;Junio
0014-0100;BT RESIDENCIAL;876;Junio
0014-0110;BT RESIDENCIAL;1627;Junio
0014-0120;BT RESIDENCIAL;1132;Junio
0014-0130;BT RESIDENCIAL;558;Junio
0014-0140;BT GENERAL;30;Junio
0014-0150;BT RESIDENCIAL;406;Junio
0014-0160;BT RESIDENCIAL;973;Junio
0014-0170;BT RESIDENCIAL;948;Junio
0014-0180;BT RESIDENCIAL;1188;Junio
0014-0190;BT RESIDENCIAL;530;Junio
0014-0230;BT RESIDENCIAL;435;Junio
0015-0010;BT RESIDENCIAL;456;Junio
0015-0020;BT RESIDENCIAL;1261;Junio
0015-0033;BT SOCIAL;43;Junio
0015-0035;BT RESIDENCIAL;619;Junio
0015-0050;BT RESIDENCIAL;678;Junio
0016-0005;MT GENERAL;1629;Junio
0016-0030;BT RESIDENCIAL;280;Junio
0016-0050;BT RESIDENCIAL;1080;Junio
0016-0060;BT RESIDENCIAL;359;Junio
0016-0070;BT RESIDENCIAL;2225;Junio
0018-0010;BT RESIDENCIAL;671;Junio
0018-0023;BT RESIDENCIAL;497;Junio
0018-0027;BT RESIDENCIAL;1110;Junio
0018-0032;BT RESIDENCIAL;304;Junio
0018-0106;BT RESIDENCIAL;738;Junio
0006-0833;BT RESIDENCIAL;301;Junio
0006-0840;BT RESIDENCIAL;354;Junio
0006-0846;BT RESIDENCIAL;174;Junio
0006-0848;BT RESIDENCIAL;182;Junio
0006-0850;BT RESIDENCIAL;255;Junio
0006-0854;BT RESIDENCIAL;65;Junio
0006-0859;BT RESIDENCIAL;484;Junio
0006-0899;MT GENERAL;706;Junio
0006-0904;BT RESIDENCIAL;30;Junio
0006-0905;BT GENERAL;253;Junio
0006-0906;BT GUBERNAMENTAL;425;Junio
0006-0913;BT RESIDENCIAL;161;Junio
0006-0914;BT GENERAL;47;Junio
0006-0916;BT RESIDENCIAL;138;Junio
0006-0918;BT RESIDENCIAL;532;Junio
0006-0919;BT RESIDENCIAL;443;Junio
0006-0925;BT RESIDENCIAL;280;Junio
0006-0926;BT RESIDENCIAL;117;Junio
0006-0932;BT RESIDENCIAL;48;Junio
0006-0933;BT RESIDENCIAL;224;Junio
0006-0936;BT SOCIAL;117;Junio
0006-0937;BT RESIDENCIAL;203;Junio
0006-0939;BT SOCIAL;185;Junio
0006-0940;BT SOCIAL;125;Junio
0006-0941;BT RESIDENCIAL;357;Junio
0006-0942;BT RESIDENCIAL;30;Junio
0006-0943;BT RESIDENCIAL;76;Junio
0006-0944;BT RESIDENCIAL;442;Junio
0006-0945;BT RESIDENCIAL;213;Junio
0006-0946;BT RESIDENCIAL;435;Junio
0006-0949;BT RESIDENCIAL;446;Junio
0006-0951;BT RESIDENCIAL;84;Junio
0006-0952;BT GENERAL;91;Junio
0006-0953;BT RESIDENCIAL;591;Junio
0006-0954;BT RESIDENCIAL;155;Junio
0006-0955;BT RESIDENCIAL;38;Junio
0006-0956;BT SOCIAL;100;Junio
0006-0957;BT RESIDENCIAL;167;Junio
0006-0958;BT RESIDENCIAL;289;Junio
0006-0959;BT RESIDENCIAL;374;Junio
0006-0961;BT RESIDENCIAL;246;Junio
0006-0966;BT RESIDENCIAL;595;Junio
0006-0967;BT SOCIAL;177;Junio
0006-0970;BT GENERAL;2219;Junio
0006-0971;BT RESIDENCIAL;495;Junio
0006-0972;BT RESIDENCIAL;89;Junio
0006-0973;BT RESIDENCIAL;377;Junio
0006-0975;BT RESIDENCIAL;121;Junio
0006-0977;BT RESIDENCIAL;226;Junio
0006-0981;BT RESIDENCIAL;248;Junio
0006-0982;BT RESIDENCIAL;31;Junio
0006-0984;BT RESIDENCIAL;332;Junio
0006-0987;BT RESIDENCIAL;237;Junio
0006-0989;BT RESIDENCIAL;181;Junio
0006-0990;BT RESIDENCIAL;425;Junio
0006-0991;BT RESIDENCIAL;315;Junio
0006-0993;BT RESIDENCIAL;431;Junio
0006-0995;BT RESIDENCIAL;251;Junio
0006-0997;BT RESIDENCIAL;115;Junio
0018-0627;BT RESIDENCIAL;1126;Junio
0018-0705;BT RESIDENCIAL;918;Junio
0018-0731;BT RESIDENCIAL;2106;Junio
0019-0110;BT RESIDENCIAL;639;Junio
0019-0351;BT RESIDENCIAL;55;Junio
0020-0142;BT RESIDENCIAL;1583;Junio
0020-0151;BT GENERAL;2653;Junio
0020-0166;BT RESIDENCIAL;485;Junio
0020-0320;BT RESIDENCIAL;460;Junio
0020-0324;BT GENERAL;793;Junio
0020-0520;BT RESIDENCIAL;1137;Junio
0020-0524;BT RESIDENCIAL;481;Junio
0020-0525;BT RESIDENCIAL;462;Junio
0020-0526;BT RESIDENCIAL;656;Junio
0020-0902;BT RESIDENCIAL;276;Junio
0020-0921;BT RESIDENCIAL;549;Junio
0020-0936;BT RESIDENCIAL;120;Junio
0020-0937;BT RESIDENCIAL;770;Junio
0022-0900;MT GENERAL;1946;Junio
0028-0290;MT GENERAL;225;Junio
0028-0300;MT GENERAL;2025;Junio
0028-0305;MT GENERAL;225;Junio
0039-0130;BT RESIDENCIAL;240;Junio
0050-0462;MT GENERAL;5201;Junio
0050-0464;MT GENERAL;4122;Junio
0050-0466;MT GENERAL;242;Junio
0050-0468;MT GENERAL;3956;Junio
0050-0469;MT GENERAL;2191;Junio
0051-0150;MT GENERAL;5931;Junio
0061-0840;MT GUBERNAMENTAL;450;Junio
0065-0800;MT GENERAL;1125;Junio
0068-0350;MT GENERAL;2227;Junio
0068-0400;MT GENERAL;2968;Junio
0068-0460;MT GENERAL;1661;Junio
0068-0510;MT GENERAL;1151;Junio
0068-0550;MT GENERAL;492;Junio
0068-0595;MT GENERAL;986;Junio
0068-0598;MT GENERAL;255;Junio
0068-0600;MT GENERAL;3023;Junio
0068-0800;MT GENERAL;3004;Junio
0068-0804;BT RESIDENCIAL;579;Junio
0068-0805;MT GENERAL;225;Junio
0068-0935;BT RESIDENCIAL;95;Junio
0068-0955;BT RESIDENCIAL;497;Junio
0069-0060;MT GENERAL;2706;Junio
0069-0065;MT GENERAL;925;Junio
0081-0050;BT RESIDENCIAL;464;Junio
0081-0380;BT RESIDENCIAL;373;Junio
0081-0420;BT RESIDENCIAL;135;Junio
0081-0500;BT RESIDENCIAL;30;Junio
0082-0203;BT RESIDENCIAL;336;Junio
0082-0216;BT RESIDENCIAL;129;Junio
0082-0221;BT RESIDENCIAL;265;Junio
0082-0241;BT RESIDENCIAL;116;Junio
0082-0243;BT RESIDENCIAL;255;Junio
0082-0258;BT RESIDENCIAL;30;Junio
0082-0261;BT RESIDENCIAL;141;Junio
0082-0264;BT RESIDENCIAL;142;Junio
0082-0270;BT RESIDENCIAL;60;Junio
0082-0273;BT RESIDENCIAL;197;Junio
0082-0274;BT RESIDENCIAL;293;Junio
0082-0275;BT RESIDENCIAL;104;Junio
0082-0276;BT RESIDENCIAL;120;Junio
0082-0326;BT RESIDENCIAL;203;Junio
0082-0334;BT RESIDENCIAL;128;Junio
0082-0342;BT RESIDENCIAL;30;Junio
0082-0501;BT RESIDENCIAL;116;Junio
0082-0513;MT GENERAL;225;Junio
0082-0514;BT RESIDENCIAL;338;Junio
0082-0526;BT RESIDENCIAL;30;Junio
0082-0529;BT RESIDENCIAL;256;Junio
0082-0531;BT RESIDENCIAL;64;Junio
0082-0532;BT RESIDENCIAL;110;Junio
0082-0534;BT RESIDENCIAL;30;Junio
0082-0536;BT RESIDENCIAL;138;Junio
0082-0544;BT RESIDENCIAL;168;Junio
0082-0547;BT RESIDENCIAL;114;Junio
0082-0652;BT RESIDENCIAL;347;Junio
0082-0662;BT RESIDENCIAL;267;Junio
0082-0682;BT RESIDENCIAL;309;Junio
0082-0684;BT RESIDENCIAL;524;Junio
0082-0714;BT RESIDENCIAL;296;Junio
0082-0716;BT RESIDENCIAL;159;Junio
0082-0721;BT RESIDENCIAL;197;Junio
0082-0740;BT RESIDENCIAL;270;Junio
0082-0753;BT RESIDENCIAL;224;Junio
0082-0759;BT RESIDENCIAL;243;Junio
0082-0761;BT RESIDENCIAL;324;Junio
0083-0001;BT GENERAL;1955;Junio
0083-0002;BT GENERAL;77;Junio
0083-0004;BT RESIDENCIAL;334;Junio
0083-0005;BT RESIDENCIAL;724;Junio
0083-0008;BT RESIDENCIAL;286;Junio
0083-0010;BT GENERAL;1721;Junio
0083-0960;BT RESIDENCIAL;266;Junio
0083-0964;BT RESIDENCIAL;1927;Junio
0083-0965;BT RESIDENCIAL;30;Junio
0083-0968;MT GENERAL;225;Junio
0083-0969;BT RESIDENCIAL;205;Junio
0083-0971;BT RESIDENCIAL;336;Junio
0083-0973;BT GENERAL;528;Junio
0083-0974;MT GENERAL;2058;Junio
0083-0975;MT GENERAL;1000;Junio
0083-0976;BT RESIDENCIAL;79;Junio
0083-0977;BT RESIDENCIAL;383;Junio
0083-0980;BT GENERAL;804;Junio
0083-0982;BT RESIDENCIAL;474;Junio
0083-0983;BT RESIDENCIAL;165;Junio
0083-0984;BT RESIDENCIAL;30;Junio
0083-0985;BT RESIDENCIAL;230;Junio
0083-0986;BT RESIDENCIAL;1298;Junio
0083-0990;BT RESIDENCIAL;217;Junio
0083-0991;BT RESIDENCIAL;131;Junio
0083-0992;BT RESIDENCIAL;490;Junio
0083-0997;BT RESIDENCIAL;202;Junio
0083-0998;MT GENERAL;675;Junio
0086-0008;BT GUBERNAMENTAL;240;Junio
0086-0009;BT RESIDENCIAL;325;Junio
0086-0010;BT RESIDENCIAL;174;Junio
0086-0011;BT RESIDENCIAL;120;Junio
0086-0012;BT RESIDENCIAL;120;Junio
0086-0014;BT RESIDENCIAL;120;Junio
0086-0016;BT RESIDENCIAL;120;Junio
0086-0017;BT RESIDENCIAL;120;Junio
0086-0019;BT RESIDENCIAL;204;Junio
0086-0020;BT RESIDENCIAL;236;Junio
0086-0022;BT RESIDENCIAL;184;Junio
0086-0023;BT RESIDENCIAL;227;Junio
0086-0024;BT RESIDENCIAL;311;Junio
0086-0025;BT RESIDENCIAL;365;Junio
0086-0026;BT RESIDENCIAL;120;Junio
0086-0027;BT RESIDENCIAL;120;Junio
0086-0028;BT RESIDENCIAL;475;Junio
0086-0030;BT RESIDENCIAL;130;Junio
0086-0031;BT RESIDENCIAL;145;Junio
0086-0032;BT RESIDENCIAL;120;Junio
0086-0033;BT RESIDENCIAL;130;Junio
0086-0034;BT RESIDENCIAL;275;Junio
0086-0035;BT RESIDENCIAL;120;Junio
0086-0036;BT RESIDENCIAL;120;Junio
0086-0038;BT RESIDENCIAL;167;Junio
0086-0039;BT RESIDENCIAL;283;Junio
0086-0040;BT RESIDENCIAL;430;Junio
0086-0042;BT RESIDENCIAL;120;Junio
0086-0043;BT RESIDENCIAL;207;Junio
0086-0045;BT RESIDENCIAL;120;Junio
0086-0046;BT RESIDENCIAL;375;Junio
0086-0048;BT RESIDENCIAL;168;Junio
0086-0049;BT RESIDENCIAL;222;Junio
0086-0051;BT RESIDENCIAL;120;Junio
0086-0052;BT RESIDENCIAL;254;Junio
0086-0053;BT RESIDENCIAL;250;Junio
0086-0054;BT RESIDENCIAL;120;Junio
0086-0055;BT RESIDENCIAL;273;Junio
0086-0057;BT RESIDENCIAL;120;Junio
0086-0058;BT RESIDENCIAL;261;Junio
0086-0059;BT RESIDENCIAL;228;Junio
0086-0060;BT RESIDENCIAL;253;Junio
0086-0061;BT RESIDENCIAL;306;Junio
0086-0065;BT RESIDENCIAL;220;Junio
0086-0067;BT RESIDENCIAL;120;Junio
0086-0436;BT RESIDENCIAL;153;Junio
0086-0466;BT RESIDENCIAL;234;Junio
0086-0469;BT RESIDENCIAL;30;Junio
0086-0501;BT RESIDENCIAL;165;Junio
0087-0045;MT INDUSTRIAL;16464;Junio
0087-0050;BT RESIDENCIAL;120;Junio
0087-0051;BT GENERAL;538;Junio
0087-0076;BT RESIDENCIAL;501;Junio
0087-0080;BT RESIDENCIAL;333;Junio
0087-0082;BT RESIDENCIAL;549;Junio
0087-0092;BT RESIDENCIAL;436;Junio
0087-0122;BT RESIDENCIAL;185;Junio
0087-0148;BT RESIDENCIAL;734;Junio
0087-0166;BT RESIDENCIAL;30;Junio
0087-0180;BT RESIDENCIAL;84;Junio
0087-0182;BT RESIDENCIAL;117;Junio
0087-0186;BT RESIDENCIAL;289;Junio
0087-0226;BT RESIDENCIAL;188;Junio
0087-0242;BT RESIDENCIAL;192;Junio
0087-0246;BT RESIDENCIAL;422;Junio
0087-0258;BT RESIDENCIAL;169;Junio
0087-0290;BT RESIDENCIAL;260;Junio
0087-0334;BT RESIDENCIAL;411;Junio
0087-0348;BT RESIDENCIAL;409;Junio
0087-0352;BT RESIDENCIAL;215;Junio
0087-0372;BT RESIDENCIAL;568;Junio
0087-0392;BT RESIDENCIAL;346;Junio
0087-0416;BT RESIDENCIAL;303;Junio
0087-0422;BT RESIDENCIAL;187;Junio
0087-0424;BT GENERAL;959;Junio
0087-0438;BT RESIDENCIAL;387;Junio
0087-0460;BT RESIDENCIAL;120;Junio
0087-0478;BT RESIDENCIAL;205;Junio
0087-0510;BT RESIDENCIAL;264;Junio
0087-0538;BT RESIDENCIAL;88;Junio
0087-0550;BT RESIDENCIAL;210;Junio
0087-0556;BT RESIDENCIAL;145;Junio
0087-0626;BT RESIDENCIAL;570;Junio
0087-0682;BT RESIDENCIAL;175;Junio
0087-0724;BT RESIDENCIAL;367;Junio
0006-0234;MT INDUSTRIAL;450;Junio
0006-0235;MT INDUSTRIAL;675;Junio
0600-0572;BT RESIDENCIAL;369;Junio
0001-0005;BT RESIDENCIAL;1628;Junio
0001-0006;BT RESIDENCIAL;847;Junio
0001-0007;BT RESIDENCIAL;544;Junio
0001-0008;MT GENERAL;2025;Junio
0001-0010;BT RESIDENCIAL;161;Junio
0087-0424;BT GENERAL;1479;Junio
0031-0003;MT GENERAL;9000;Junio
0307-0536;BT RESIDENCIAL;217;Junio
0001-0012;BT RESIDENCIAL;549;Junio
0001-0020;BT RESIDENCIAL;614;Junio
0001-0030;BT RESIDENCIAL;1601;Junio
0001-0040;BT RESIDENCIAL;463;Junio
0001-0050;MT GENERAL;1341;Junio
0001-0060;BT RESIDENCIAL;1138;Junio
0001-0070;BT RESIDENCIAL;786;Junio
0001-0080;BT RESIDENCIAL;1056;Junio
0001-0090;BT RESIDENCIAL;363;Junio
0001-0100;BT RESIDENCIAL;480;Junio
0001-0110;BT RESIDENCIAL;464;Junio
0001-0113;BT RESIDENCIAL;567;Junio
0001-0115;MT GENERAL;983;Junio
0001-0130;BT RESIDENCIAL;144;Junio
0001-0140;BT RESIDENCIAL;873;Junio
0001-0150;BT RESIDENCIAL;458;Junio
0001-0180;BT RESIDENCIAL;936;Junio
0001-0190;BT RESIDENCIAL;900;Junio
0001-0210;BT RESIDENCIAL;360;Junio
0001-0230;BT RESIDENCIAL;985;Junio
0001-0240;BT RESIDENCIAL;750;Junio
0001-0270;BT RESIDENCIAL;120;Junio
0001-0275;BT RESIDENCIAL;1049;Junio
0001-0300;BT INDUSTRIAL;3119;Junio
0001-0306;BT INDUSTRIAL;504;Junio
0001-0311;BT GENERAL;615;Junio
0001-0317;BT RESIDENCIAL;300;Junio
0001-0321;BT RESIDENCIAL;480;Junio
0001-0322;BT RESIDENCIAL;1022;Junio
0001-0323;BT RESIDENCIAL;603;Junio
0001-0325;BT RESIDENCIAL;825;Junio
0001-0342;BT RESIDENCIAL;539;Junio
0001-0343;BT RESIDENCIAL;468;Junio
0001-0358;BT RESIDENCIAL;519;Junio
0001-0359;BT RESIDENCIAL;286;Junio
0001-0369;BT RESIDENCIAL;304;Junio
0001-0528;MT GUBERNAMENTAL;2025;Junio
0002-0008;BT RESIDENCIAL;518;Junio
0002-0009;BT RESIDENCIAL;783;Junio
0002-0010;BT RESIDENCIAL;485;Junio
0002-0014;MT GENERAL;664;Junio
0002-0015;MT GENERAL;704;Junio
0002-0016;MT GENERAL;1222;Junio
0002-0030;BT RESIDENCIAL;483;Junio
0002-0045;BT RESIDENCIAL;512;Junio
0002-0060;BT RESIDENCIAL;764;Junio
0002-0070;MT INDUSTRIAL;2128;Junio
0002-0080;BT RESIDENCIAL;459;Junio
0002-0090;BT RESIDENCIAL;717;Junio
0002-0100;BT RESIDENCIAL;634;Junio
0002-0110;BT RESIDENCIAL;843;Junio
0002-0115;BT RESIDENCIAL;287;Junio
0002-0120;BT RESIDENCIAL;504;Junio
0002-0130;MT GENERAL;450;Junio
0002-0160;BT RESIDENCIAL;412;Junio
0002-0170;BT RESIDENCIAL;619;Junio
0002-0175;MT GENERAL;416;Junio
0002-0180;BT RESIDENCIAL;358;Junio
0002-0190;BT RESIDENCIAL;948;Junio
0002-0200;BT RESIDENCIAL;584;Junio
0002-0210;BT RESIDENCIAL;603;Junio
0002-0215;BT RESIDENCIAL;228;Junio
0002-0230;BT RESIDENCIAL;1452;Junio
0002-0240;BT RESIDENCIAL;830;Junio
0002-0250;BT RESIDENCIAL;1377;Junio
0006-0526;BT RESIDENCIAL;297;Junio
0006-0550;BT SOCIAL;93;Junio
0006-0557;BT RESIDENCIAL;163;Junio
0006-0570;BT RESIDENCIAL;464;Junio
0006-0589;BT GUBERNAMENTAL;1069;Junio
0006-0603;BT RESIDENCIAL;240;Junio
0006-0617;BT RESIDENCIAL;274;Junio
0006-0638;BT RESIDENCIAL;196;Junio
0006-0790;MT GENERAL;5458;Junio
0006-0799;MT INDUSTRIAL;7619;Junio
0006-0800;MT GENERAL;1125;Junio
0006-0852;BT RESIDENCIAL;719;Junio
0006-0860;BT RESIDENCIAL;203;Junio
0006-0938;BT RESIDENCIAL;154;Junio
0006-0960;BT RESIDENCIAL;672;Junio
0006-0965;BT RESIDENCIAL;1255;Junio
0006-0974;BT RESIDENCIAL;72;Junio
0006-0988;BT RESIDENCIAL;595;Junio
0019-0170;BT RESIDENCIAL;186;Junio
0019-0354;BT RESIDENCIAL;639;Junio
0020-0308;BT RESIDENCIAL;694;Junio
0020-0513;BT RESIDENCIAL;8037;Junio
0020-0523;BT RESIDENCIAL;1176;Junio
0020-0806;BT RESIDENCIAL;1141;Junio
0024-0112;BT RESIDENCIAL;547;Junio
0024-0415;BT RESIDENCIAL;656;Junio
0024-0711;BT RESIDENCIAL;558;Junio
0048-0049;MT GENERAL;2224;Junio
0049-0603;MT GENERAL;675;Junio
0052-0656;BT RESIDENCIAL;8735;Junio
0053-0513;MT GENERAL;41940;Junio
0053-0514;MT GENERAL;675;Junio
0053-0526;MT GENERAL;5092;Junio
0054-0330;MT GENERAL;225;Junio
0054-0331;MT GENERAL;3019;Junio
0055-0005;BT SOCIAL;214;Junio
0055-0010;BT SOCIAL;15;Junio
0055-0025;BT SOCIAL;1634;Junio
0055-0030;BT SOCIAL;2285;Junio
0055-0035;BT SOCIAL;778;Junio
0055-0050;BT SOCIAL;893;Junio
0055-0060;BT SOCIAL;845;Junio
0055-0065;BT SOCIAL;141;Junio
0055-0070;BT SOCIAL;549;Junio
0055-0075;BT SOCIAL;15;Junio
0055-0080;BT SOCIAL;15;Junio
0055-0085;BT SOCIAL;15;Junio
0055-0090;BT SOCIAL;15;Junio
0055-0095;BT SOCIAL;111;Junio
